Transcript	Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
XM_078025063.1;XM_078025064.1	Cep104	516.2741597695391	-2.3333734097001066	0.26562063754498244	-8.784608874018508	1.5690953971021157e-18	2.069244554928415e-16
XM_005338568.5	Ndufa6	290.71719228533476	2.530613723518851	0.28844887414070586	8.773179410242431	1.7369096471706373e-18	2.2622712071173117e-16
XM_078020243.1;XM_013364641.4	Agpat1	79.95771715495906	-2.6737492335814954	0.3048321679711032	-8.771217458371899	1.767447275756649e-18	2.2739717999064206e-16
XM_040294268.2	Kynu	3367.372103655865	-2.4110819492209106	0.27539098561349046	-8.75512298940986	2.03881035388061e-18	2.591499907643426e-16
XM_005321724.5	Snx11	193.5685938517032	2.030251037240549	0.23197736514013595	8.751935931396101	2.0972346339688664e-18	2.634026831948993e-16
XM_078037734.1	LOC101976365	424.8541901701297	1.9150506048863496	0.21914105925360722	8.738894534000142	2.354025008303248e-18	2.921760451482267e-16
XM_013363295.4	LOC101959559	326.66431128780704	2.0164350739743124	0.2312697076612322	8.718976187439216	2.80728595132759e-18	3.4438217193611714e-16
XM_040283331.2	Vnn1	441.6507857967319	-2.779523496209827	0.3188944033009158	-8.716125047785827	2.8788533847609685e-18	3.4910233573825535e-16
XM_078026999.1	Ovgp1	66.44340786210235	4.349387164155469	0.5002924832084976	8.693688812315925	3.5085783321207116e-18	4.2063069777128987e-16
XR_013424922.1	LOC144366069	171.02155429178234	-2.676686416586895	0.30862920999449917	-8.672822694373624	4.2153806965199e-18	4.996883859357859e-16
XM_078022299.1	LOC101968879	934.0507891480565	-2.565726490128724	0.2972760013528083	-8.63078916041968	6.093010815902906e-18	7.13713878960576e-16
XR_013438208.1	LOC106145028	569.8702319577079	-1.9739800069029874	0.2287450107037565	-8.629609016738087	6.156205022313973e-18	7.13713878960576e-16
XR_013438198.1	LOC144377318	212.03100085956655	-3.3317579345323374	0.3865974007351468	-8.618159170746429	6.803905862089771e-18	7.802305091852944e-16
XM_078039078.1;XM_013364374.4	Prxl2a	395.4447938223288	1.9681417055285617	0.22913640192119747	8.589389067065072	8.743297648082536e-18	9.918472063147393e-16
XM_078032026.1	LOC101957277	1827.1780855487416	-4.103302123454313	0.4785140887844408	-8.575091558699649	9.900800164603264e-18	1.111206826984728e-15
XM_078017836.1;XM_005325672.4	C9	1290.1809744050122	-1.7829301682525296	0.208313052377967	-8.558898004228505	1.139514727627098e-17	1.2654610922595667e-15
