Transcript	Gene	log2fc	pvalue	FDR
XR_005734182.2	LOC120889933	-2.4471783775515363	1.1116615042601816e-128	1.921153199635096e-126
XM_078019971.1;XM_078019970.1	Abcc10	-1.8347687515401936	1.641376586379209e-128	2.8082312016361886e-126
XM_005318645.5	Abcc10	-1.8332446531163473	2.909116135117457e-128	4.92792752036877e-126
XR_013437406.1	LOC144376967	-2.3463538606207615	3.267732960332959e-127	5.481141491993784e-125
XM_078027623.1;XM_078027625.1;XM_078027624.1;XM_078027626.1	Arnt	-2.688498871575125	4.060202335869553e-127	6.744272015960407e-125
XM_078027627.1	Arnt	-2.675916325317428	6.228075347481465e-127	1.0245782800005807e-124
XM_040285249.2	Cadm1	-1.2395876132691506	5.042598197513154e-126	8.216553577262147e-124
XM_005330437.5;XM_013360826.4	Osbpl8	-2.1805696237762966	5.807117957045884e-126	9.373017087462078e-124
XR_013431495.1	LOC144371541	-3.2252932821375313	6.428978552188439e-125	1.0279756453214206e-122
XM_078032026.1	LOC101957277	1.6844689236411312	8.918452488617696e-125	1.4128315150718535e-122
XM_040285251.2	Cadm1	-1.2239192512850738	4.892488108677392e-123	7.679410922143256e-121
XM_078028787.1;XM_078028790.1;XM_078028786.1;XM_078028806.1;XM_078028776.1;XM_078028774.1;XM_078028805.1;XM_078028775.1;XM_078028773.1;XM_078028804.1;XM_078028788.1;XM_078028780.1;XM_078028778.1;XM_078028763.1;XM_078028791.1;XM_078028777.1;XM_078028762.1;XM_078028783.1;XM_078028782.1;XM_078028808.1;XM_078028781.1;XM_078028807.1;XM_078028767.1;XM_078028802.1;XM_078028793.1;XM_078028766.1;XM_078028801.1;XM_078028765.1;XM_078028800.1;XM_078028799.1;XM_078028792.1;XM_078028784.1;XM_078028772.1;XM_078028797.1;XM_078028771.1;XM_078028803.1;XM_078028796.1;XM_078028760.1;XM_078028758.1;XM_078028770.1;XM_078028768.1;XM_078028761.1;XM_078028757.1	Map4k4	-2.273096893365315	1.302276624225413e-122	2.0255137058065995e-120
